UC6mIxFTvXkWQVEHPsEdflzQ,http://www.youtube.com/channel/UC6mIxFTvXkWQVEHPsEdflzQ,GreatScott!
UCzgA9CBrIXPtkB2yNTTiy1w,http://www.youtube.com/channel/UCzgA9CBrIXPtkB2yNTTiy1w,Level 2 Jeff
UCHbx9IUW7eCeJsC4sBCTNBA,http://www.youtube.com/channel/UCHbx9IUW7eCeJsC4sBCTNBA,iFixit
